Sl No,Level,Country,Number of Vote,Date of Votes,Title in English,Title in German,Title in French,Title in Italien,Number of Yes-Votes in National Council,Number of No-Votes in National Council,Number of Abstentions in National Council,Number of Yes-Votes in States Council,Number of No-Votes in States Council,Number of Abstentions in States Council,Recommendation of Government,Total Electorate,Citizen Abroad,Number Of Voters,Empty Ballot Sheets,Invalid Ballot Sheets,Yes Votes,No Votes,Number of States accepting,Number of States rejecting,Linked Vote Status,Linked Vote,Without Response,Tie-Break Question: Number of People Supporting,Tie-Break Question: Number of State Supporting,Tie-Break Question: Without Response,Institutions,Number of Signatures,Number of Cantons attained (Referendum),Committee name,Comments,Theme codes,Turnout,Valid Ballot Sheets,Yes [%],No [%],Result,Def. Result
219,Country,Switzerland,396,1993-09-26,Citizen's initiative for a work-free federal holiday on 1 August (1 August  initiative),Eidgenössische Volksinitiative 'für einen arbeitsfreien Bundesfeiertag (1. August-Initiative)',Initiative populaire  fédérale ''pour un jour de la fête nationale férié (Initiative '1er août')'' ,Iniziativa popolare 'per un giorno della festa nazionale festivo'  (Iniziativa '1° agosto'),110,8,,31,6,,None,4553754,44194,1816428,32226,2795,1492285,289122,23,,none,,,0,,0,Initiative (Formulated Draft),102660,,Nationale Aktion für Volk und HeimatDémocrates suisses,,"National identity | Working hours | none",39.88,1781407,83.77,16.23,yes,
220,Country,Switzerland,397,1993-09-26,Federal decree on temporary measures  against rising costs of health insurance,Bundesbeschluss über befristete Massnahmen gegen die Kostensteigerung in der Krankenversicherung,Arrêté fédéral sur des mesures temporaires contre les renchérissement de l'assurance-maladie,Decreto federale concernente provvedimenti temporanei contro l'aumento dei costi nell'assicurazione malattie,138,43,10,39,3,,None,4553754,44194,1811582,50400,2971,1416209,342002,,,none,,,0,,0,Optional Legislative Referendum (Federal Decrees declared urgent),69188,,,,"Health and accident insurance | none | none",39.77,1758211,80.55,19.45,yes,
221,Country,Switzerland,398,1993-09-26,Federal decree on measures for  unemployment insurance,Bundesbeschluss über Massnahmen in der Arbeitslosenversicherung,Arrêté fédéral sur les mesures en matière d'assurance-chômage,Decreto federale sui provvedimenti in materia di assicurazione contro la disoccupazione,140,13,,41,0,,None,4553754,44194,1809748,66321,3245,1225069,515113,,,none,,,0,,0,Optional Legislative Referendum (Federal Decrees declared urgent),64137,,,,"Unemployment insurance | none | none",39.74,1740182,70.4,29.6,yes,
222,Country,Switzerland,392,1993-06-06,Citizen's initiative "40 army training  camps are enough - protection of the  environment within the military as well",Eidgenössische Volksinitiative '40 Waffenplätze sind genug - Umweltschutz auch beim Militär' ,Initiative populaire  ''40 places d'armes ça suffit!- L'armée doit aussi se soumettre à la législation sur la protection de l'environnement'',Iniziativa  popolare '40 piazze d'armi sono sufficienti - Protezione dell'ambiente anche per i militari',47,101,,3,33,,None,4559258,42772,2534004,14715,3584,1124893,1390812,7,16,none,,,0,,0,Initiative (Formulated Draft),117989,,Aktionsgruppe zur Rettung von Neuchlen-Anschwilen ARNAAktionsgruppe zur Rettung von Neuchlen-Anschwilen ARNA,,"Military facilities | Protection of nature and cultural heritage | none",55.58,2515705,44.71,55.29,no,
223,Country,Switzerland,393,1993-06-06,Citizen's initiative for a Switzerland  without any new fighter planes,Eidgenössische Volksinitiative 'für eine Schweiz ohne neue Kampfflugzeuge',Initiative populaire  "pour une Suisse sans nouveaux avions de combat",Iniziativa popolare 'per una Svizzera senza nuovi aviogetti da combattimento',53,117,,2,42,,None,4559258,42772,2534220,20077,3738,1074661,1435744,4,19,none,,,0,,0,Initiative (Formulated Draft),181707,,Gruppe für eine Schweiz ohne Armee (GSoA)Groupe pour une Suisse sans armée (GSsA),,"Arms | none | none",55.58,2510405,42.81,57.19,no,
224,Country,Switzerland,389,1993-03-07,Federal law of 9 October 1992 on raising fuel duty ,Bundesgesetz über die Erhöhung des Treibstoffzolles vom 9. Oktober 1992,Loi fédérale concernant l'augmentation des droits d'entrée sur les carburants du 9 octobre 1992,Legge federale concernente l'aumento dei dazi sui carburanti,152,30,7,42,1,,None,4551501,38962,2333833,19307,4086,1259373,1051067,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),97681,,,,"Indirect taxation | Road construction | none",51.27,2310440,54.51,45.49,yes,
225,Country,Switzerland,390,1993-03-07,Federal decree on repealing the ban on  gambling in casinos,Bundesbeschluss über die Aufhebung des Spielbankenverbots,Arrêté fédéral supprimant l'interdiction des maisons de jeu du 9 octobre 1992,Decreto federale che abroga il divieto delle case di giuoco,113,58,,34,1,,None,4551501,38962,2332502,29345,4707,1665247,633203,23,,none,,,0,,0,Constitutional Referendum (Partialrevision),0,,,,"Structural policy | Lottery and gambling | Indirect taxation",51.25,2298450,72.45,27.55,yes,
226,Country,Switzerland,391,1993-03-07,Citizen's initiative to abolish  experimentation on animals,Eidgenössische Volksinitiative 'zur Abschaffung der Tierversuche',Initiative populaire  ''pour l'abolition des expériences sur animaux'',Iniziativa popolare 'per l'abolizione della sperimentazione sugli animali',35,102,,0,45,,None,4551501,38962,2331753,40830,4832,634758,1651333,,23,none,,,0,,0,Initiative (Formulated Draft),134592,,Internationale Liga 'Ärzte für die Abschaffung der Tierversuche'Ligue internationale 'Médecins pour l'abolition de la vivisection',,"Animal testing | Medical research and technology | Livestock",51.22,2286091,27.77,72.23,no,
227,Country,Switzerland,388,1992-12-06,Federal decree on European Economic  Area ,Bundesbeschluss über den Europäischen Wirtschaftsraum (EWR),Arrêté fédéral sur l'espace économique européen (EEE) du 9 octobre 1992,,127,61,1,39,4,,None,4546571,32491,3580094,23487,7027,1762872,1786708,7,16,none,,,,,,Customary Mandatory Treaty Referendum (Extraordinary),0,,,,"EEA | Foreign trade policy | Economic policy",78.74,3549580,49.66,50.34,no,
228,Country,Switzerland,382,1992-09-27,Federal decree on building of Swiss  transalpine railway,Bundesbeschluss über den Bau der schweizerischen Eisenbahn-Alpentransversale (Alpentransit-Beschluss),Arrêté fédéral relatif à la construction de la ligne ferroviarie suisse à travers les Alpes (Arrêté sur le transit alpin) du 4 octobre 1991,Decreto federale concernente la costruzione di una ferrovia transalpina (Decreto sul transito alpino),118,18,,25,1,,None,4533617,22538,2080785,24945,2878,1305914,747048,,,none,,,0,,0,Optional Legislative Referendum (Federal Decrees),50051,,,,"Goods traffic | Environmental policy | none",45.9,2052962,63.61,36.39,yes,
229,Country,Switzerland,383,1992-09-27,Federal law on procedures within the  Federal Assembly and on the form   publication and entering into force of its laws  amendment of 4 October 1991,Bundesgesetz über den Geschäftsverkehr der Bundesversammlung sowie über die Form  die Bekanntmachung und das Inkrafttreten ihrer Erlasse (Geschäftsverkehrsgesetz)  Aenderung vom 4. Oktober 1991,Loi fédérale sur la procédure de l'Assemblée fédérale  ainsi que sur la forme  la publication et l'entrée en vigueur des actes législatifs (Loi sur les rapports entre les conseils). Modification du 4 octobre 1991,Legge federale concernente la procedura dell'Assemblea federale e la forma  la pubblicazione  l'entrata in vigore dei suoi atti (Legge sui rapporti fra i Consigli),146,7,,31,0,,None,4533617,22538,2058710,162708,4685,1097185,794132,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),55351,,,,"Parliament | none | none",45.4,1891317,58.01,41.99,yes,
230,Country,Switzerland,384,1992-09-27,Federal law on stamp duty  amendment  of 4 October 1991,Bundesgesetz über die Stempelabgaben  Aenderung vom 4. Oktober 1991,Loi fédérale sur les droits de timbre. Modification du 4 octobre 1991,Legge federale sulle tasse di bollo. Modificazione del 4 ottobre 1991,105,54,,28,4,,None,4533617,22538,2070537,65275,3332,1230579,771351,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),61487,,,,"Parliament | none | none",45.66,2001930,61.47,38.53,yes,
231,Country,Switzerland,385,1992-09-27,Federal law on farmer's land law,Bundesgesetz über das bäuerliche Bodenrecht (BGBB),Loi fédérale sur le droit foncier rural (LDFR) du 4 octobre 1991,Legge federale sul diritto fondiario rurale,98,32,,29,8,,None,4533617,22538,2069711,90249,4054,1058317,917091,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),60871,,,,"Parliament | none | none",45.65,1975408,53.57,46.43,yes,
232,Country,Switzerland,386,1992-09-27,Federal law on MP's per diems and  contributions to parliamentary groups   amendment of 4 October 1991,Bundesgesetz über die Bezüge der Mitglieder der eidgenössischen Räte und über die Beiträge an die Fraktionen (Entschädigungsgesetz)  Aenderung vom 4. Oktober 1991,Loi fédérale sur les indemnités dues aux membres des conseils législatifs et sur les contributions aux groupes (Loi sur les indemnités parlementaires). Modification du 4 octobre 1991,Legge federale sulle indennità dovute ai membri dei Consigli legislativi e sui contributi ai gruppi (Legge sulle indennità parlamentari). Modificazione del 4 ottobre 1991,130,20,,22,4,,None,4533617,22538,2065103,93732,3649,542768,1424954,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),55277,,,,"Indirect taxation | Banks, stock exchange, insurance | none",45.54,1967722,27.58,72.42,no,
233,Country,Switzerland,387,1992-09-27,Federal law on contributions to  infrastructure costs for MPs and  parliamentary groups,Bundesgesetz über die Beiträge an die Infrastrukturkosten der Fraktionen und der Mitglieder der eidgenössischen Räte (Infrastrukturgesetz),Loi fédérale sur les contributions destinées à couvrir les coûts d'infrastructures des groupes et des députés (Loi sur les coûts d'infrastructures) du 4 octobre 1991,Legge federale sui contributi destinati a coprire i costi d'infrastruttura dei gruppi e dei parlamentari (Legge sui costi d'infrastruttura),126,23,,25,3,,None,4533617,22538,2061749,127774,3894,590484,1339597,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),55699,,,,"Land law | Agricultural policy | none",45.47,1930081,30.59,69.41,no,
234,Country,Switzerland,376,1992-05-17,Federal law governing Swiss  involvement with the Bretton Woods  institutions,Bundesgesetz über die Mitwirkung der Schweiz an den Institutionen von Bretton Woods,Loi fédérale concernant la participation de la Suisse aux institutions de Bretton Woods du 4 octobre 1991,Legge federale concernente la partecipazione della Svizzera alle istituzioni di Bretton Woods,113,44,,38,0,,None,4516994,14361,1753278,101607,3488,929929,718254,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),89134,,,,"International organisations | Foreign trade policy | Development cooperation",38.81,1648183,56.42,43.58,yes,
235,Country,Switzerland,375,1992-05-17,Federal decree on Swiss accession to the  Bretton Woods institutions (IMF and  World Bank),Bundesbeschluss über den Beitritt der Schweiz zu den Institutionen von Bretton Woods,Arrêté fédéral concernant l'adhésion de la Suisse aux institutions de Bretton Woods du 4 octobre 1991,Decreto federale concernente l'adesione della Svizzera alle istituzioni di Bretton Woods,110,40,,39,0,,None,4516994,14361,1753457,95836,3383,923685,730553,,,none,,,0,,0,Optional Treaty Referendum (Entry into an International Organization),88132,,,,"International organisations | Foreign trade policy | Development cooperation",38.81,1654238,55.84,44.16,yes,
236,Country,Switzerland,377,1992-05-17,Federal law on protection of water ,Bundesgesetz über den Schutz der Gewässer (Gewässerschutzgesetz  GSchG),Loi fédérale sur la protection des eaux (LEaux) du 24 janvier 1991,Legge federale sulla protezione delle acque,140,3,,26,0,,None,4516994,14361,1771843,26233,2664,1151706,591240,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),56740,,,,"Water pollution control | Hydro-electric power | none",39.22,1742946,66.08,33.92,yes,
237,Country,Switzerland,378,1992-05-17,Federal decree on the citizen's initiative "Against misuses of reproductive and genetic technology on humans" (counter proposal),Bundesbeschluss über die Volksinitiative 'gegen Missbräuche der Fortpflanzungs- und Gentechnologie beim Menschen' (Gegenentwurf),Arrêté fédéral concernant l'initiative populaire ''contre l'application abusive des techniques de reproduction et de manipulation génetique à l'espèce humaine'' (contre-projet),Decreto federale concernente l'iniziativa popolare 'contro gli abusi della tecnologia riproduttiva e genetica sull'essere umano' (Controprogetto),51,31,,36,3,,None,4516994,14361,1770487,45657,3143,1271052,450635,22,1,none,,,0,,0,Constitutional Referendum (Counter-draft),126686,,Der Schweizerische BeobachterDer Schweizerische Beobachter,,"Water pollution control | Hydro-electric power | none",39.2,1721687,73.83,26.17,yes,
238,Country,Switzerland,379,1992-05-17,Federal decree on the introduction of  civilian service for conscientious objectors,Bundesbeschluss über die Einführung eines Zivildienstes für Dienstverweigerer,Arrêté fédéral pour l'introduction d'un service civil pour les objecteurs de conscience du 13 décembre 1991,Decreto federale sull'introduzione di un servizio civile per gli obiettori di coscienza,121,21,,33,4,,None,4516994,14361,1772139,22027,2408,1442263,305441,23,,none,,,0,,0,Constitutional Referendum (Partialrevision),0,,,,"Reproductive medicine | Genetic engineering | none",39.22,1747704,82.52,17.48,yes,
239,Country,Switzerland,380,1992-05-17,Swiss penal code and military penal  code  amendment of 21 June 1991 (punishable offences against sexual  integrity),Schweizerisches Strafgesetzbuch Militärstrafgesetz (Strafbare Handlungen gegen die sexuelle Integrität)  Aenderung vom 21. Juni 1991,Code pénal suisse. Code pénal militaire (Infraction contre l'intégrité sexuelle): Modification du 21 juin 1991,Codice penale svizzero e Codice penale militare (Reati contro l'integrità sessuale). Modificazione del 21 giugno 1991,124,3,,38,0,,None,4516994,14361,1768752,48500,2925,1255604,461723,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),141595,,,,"Conscientious objection, Civilian service | none | none",39.15,1717327,73.11,26.89,yes,
240,Country,Switzerland,381,1992-05-17,Citizen's initiative "Save our lakes and  rivers",Eidgenössische Volksinitiative 'zur Rettung unserer Gewässer',Initiative populaire  ''pour la sauvegarde de nos eaux'',Iniziativa popolare 'per la salvaguardia delle nostre acque',69,79,,6,37,,None,4516994,14361,1771722,31086,2566,644083,1093987,,23,none,,,0,,0,Initiative (Formulated Draft),176484,,,,"Criminal law | Children and young people | Status of women",39.22,1738070,37.06,62.94,no,
241,Country,Switzerland,373,1992-02-16,Citizen's initiative for affordable  health insurance,Eidgenössische Volksinitiative 'für eine finanziell tragbare Krankenversicherung (Krankenkasseninitiative)',Initiative populaire  ''pour une assurance-maladie financièrement supportable (Initiative des caisses-maladie)'',Iniziativa popolare 'per un'assicurazione malattia finanziariamente sopportabile (iniziativa delle casse malati)',11,116,,3,37,,None,4515485,14131,2004983,31969,4469,772995,1195550,1,22,none,,,0,,0,Initiative (Formulated Draft),390273,,Konkordat der Schweizerischen KrankenkassenConcordat des caisses-maladie suisses,,"Health and accident insurance | none | none",44.4,1968545,39.27,60.73,no,
242,Country,Switzerland,374,1992-02-16,Citizen's initiative for a gradual but  drastic reduction in animal experiments  "An end to animal experimentation!",Eidgenössische Volksinitiative 'zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch!)',Initiative populaire  ''pour une réduction stricte et progressive des expériences sur les animaux  (Limitons strictement l'expérimentation animale!)'' ,Iniziativa popolare 'per la limitazione drastica e graduale degli esperimenti sugli animali (Via dagli esperimenti sugli animali)',35,92,,4,33,,None,4515485,14131,2009400,22854,4412,864898,1117236,3.5,19.5,none,,,0,,0,Initiative (Formulated Draft),130175,,Schweizer Tierschutz STSFédération suisse protectrice des animaux,,"Animal testing | Medical research and technology | Livestock",44.5,1982134,43.63,56.37,no,
